Niveau 1
(Formulaire);Niveau 2
(Groupe);Niveau 3
(sous-groupe);Niveau 4
(sous-sous-groupe);Nouveau Code;Ancien Code;Code Donnée Indicateurs Européens (DXX);Libellé de la donnée (FR);Libellé de la donnée (EN);Texte explicatif de la donnée (FR);Texte explicatif de la donnée (EN); Consignes de saisie MESRI ;Donnée de l'année N-1 proposée par défaut O/N;Donnée à saisir ou calculée;Formule de calcul;Type de saisie;report N >> N+1;Variable 2013;Variable 2014;Variable 2015;Variable 2016;Variable 2017;Variable 2018;Variable 2019;Format de la donnée (texte, nombre, monétaire €, binaire);Unité de mesure de la donnée si format nombre ;Période ou date de la mesure (année civile, au 31/12);Valeur Min;Valeur Max => ;Alerte BL/NBL sur valeur max;Texte de l'alerte;Evolution Min (alerte NBL);Evolution Max (alerte NBL);Granularité;Remarque
Etablissement - Informations générales;;;;;;;;Institution (inst.) - General information;;;;;Titre N1;;;;;;;;;;;Intitulé;;;;;;;;;ETAB;
;;;;EtabNomOffi;nouveau;;Nom Etab officiel;Official name inst.;Nom officiel de l'établissement;Official name of the institution;Le nom officiel est un champ pré-rempli dans l’application.;O;Saisie;;Libre;O;SO;SO;SO;SO;SO;SO;SO;Texte;;;;;;;;;ETAB;reprise d'historique IG1 selon les cas
;;;;AcqSuppLiv;DepD1;;Achat livres imprimés;Acquisition of printed books;Acquisition de livres imprimés;Acquisition of printed books;Livres imprimés : documents imprimés non publiés en série formés par l’assemblage de feuillets. Les collections de monographies sont comprises, c’est-à-dire les ensembles de monographies, dont chaque titre est relié aux autres par un titre commun (ISO 2789 2.3.43 et 2.3.32).;N;Saisie;;libre;N;1;1;1;1;1;1;1;dec2;€;année civile;0;2 000 000;N-Bl;;-40 %;40 %;SD;
;;;;AcqSuppPer;DepD2;;Périodiques imprimés;Printed periodicals;Périodiques imprimés;Printed periodicals;Périodiques imprimés : publication en série éditée sous le même titre à intervalles réguliers ou irréguliers, sur une période indéterminée, les livraisons successives étant numérotées de manière continue, ou datées. Les collections de rapports, les rapports d’institutions, les collections d’actes de congrès et de publications annuelles sont comprises. (ISO 2789 2.3.43);N;Saisie;;libre;N;1;1;1;1;1;1;1;dec2;€;année civile;0;2 000 000;N-Bl;;-40 %;40 %;SD;
;;;;AcqSuppAut;DepD3;;Autres documents sur support matériel;Other documentary materials;Autres documents sur support matériel;Other documentary material; Autres documents sur support matériel : y compris les manuscrits, cartes et plans, documents sonores et audiovisuels, tous documents graphiques, microformes.;N;Saisie;;libre;N;1;1;1;1;1;1;1;dec2;€;année civile;0;2 000 000;N-Bl;;-40 %;40 %;SD;
;;;;AcqSuppTot;nouveau;;s/total dép doc support matériel;s/total dept. doc materials;;;;;Calculée;AcqSuppLiv + AcqSuppPer + AcqSuppAut;Non;;;;;;;;;dec2;€;année civile;;;;;;;SD;
;;Acquisition de documentation numérique;;;;;;Acquisition of digital material;;;Unités documentaires à contenu défini, nativement numériques ou numérisées, acquises comme élément de la collection.;;Titre N3;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;Achats définitifs;;;;;Permanent purchases;;;Distinction entre achats définitifs et abonnements : le coût des acquisitions de documentation numérique doit distinguer les coûts annuels correspondant à des abonnements, c’est-à-dire pour des acquisitions non définitives, et les coûts correspondant à l’achat de la propriété des données. Les coûts d’acquisition définitive peuvent être répartis sur plusieurs années, dans ce cas on indiquera la part réglée pour l’année de l’enquête. Pour certaines ressources, il peut être prévu d’acheter définitivement les droits d’accès à la ressource, ou la propriété des données, ainsi que des frais annuels d’accès à une plateforme (ex : JSTOR). Dans ce cas, les coûts de plateforme sont à signaler dans les abonnements, et les coûts correspondant à l’acquisition des droits définitifs dans la colonne « achats définitifs ». Documentation numérique : comptabiliser l’ensemble des dépenses numériques, pour les ressources documentaires nativement numériques ou numérisées, lorsqu’elles sont acquises comme éléments de la collection.;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;
;;;;AchatNumTotOld;DepD4;;Total - achats définitifs;Total - perm purchases;;;;N;Saisie;;libre;N;1;1;1;0;0;0;0;dec2;€;année civile;0;;;;;;SD;Variable active en 2013, 2014 et 2015 - indiquée pour reprise de l'historique - difficulté à prévoir
;;;;AchatNumLiv;DepD6;;livres électroniques;e-books;;;Livres électroniques : document numérique non publié en série, sous licence ou non, dans lequel le texte interrogeable occupe une place prépondérante, et qui peut être considéré comme équivalent à un livre imprimé (monographie). L’utilisation de livres électroniques est souvent liée à un matériel dédié (liseuses), et/ou à un logiciel spécifique. Les livres électroniques peuvent être prêtés aux usagers, soit avec un matériel dédié (liseuse), soit en chargeant le contenu sur le micro-ordinateur de l’usager pour une période limitée. Les thèses électroniques sont incluses : cela correspond dans le contexte de ce groupe aux thèses électroniques acquises auprès d’éditeurs (par exemple : ProQuest dissertation & theses database). (d’après ISO 2789 2.3.19);N;Saisie;;libre;N;1;1;1;1;1;1;1;dec2;€;année civile;0;5 000 000;N-Bl;;-40 %;40 %;SD;
;;;;AchatNumPer;DepD8;;périodiques électroniques - achats définitifs;e-journals - perm purchase;;;Périodiques électroniques : tous les périodiques sous forme électronique disponibles ou non également dans un autre format : dans le cas d’une offre couplée « papier + électronique » ne permettant pas de connaître la part des coûts liée à chaque format, compter les dépenses dans « périodiques électroniques ». Sont compris les titres conservés localement et ceux accessibles à distance pour lesquels des droits permanents ou temporaires ont été acquis. S’agissant des revues en accès ouvert (open access), les dépenses liées à un modèle de type freemium doivent être incluses. (d’après ISO 2789 2.3.22) Le montant payé à l'ABES sur le budget de l’établissement dans le cadre de la licence nationale « Elsevier » est également inclus ici (AbonNumPer).;N;Saisie;;libre;N;1;1;1;1;1;1;1;dec2;€;année civile;0;10 000 000;N-Bl;;-40 %;40 %;SD;
;;;;AchaNumtAut;DepD14;;autres - achats définitifs;Other perm purchases;;;Autres : Compter ici les dépenses de documentation numérique non-comptées dans les deux lignes précédentes (livres électroniques et périodiques électroniques). Il peut s’agir par exemple d’abonnement à des bases de données (par exemple : bases bibliographiques), dès lors qu’ils sont bien destinés à l’usage des lecteurs. Les bases de données à usage purement professionnel ne sont pas incluses.;N;Saisie;;libre;N;0;0;0;1;1;1;1;dec2;€;année civile;0;10 000 000;N-Bl;;-40 %;40 %;SD;
;;;;AchatNumTot;nouveau;;s/s/total achats définitifs;s/s/total perm purchases;;;;;Calculée;AchatNumLiv + AchatNumPer + AchaNumtAut;Non;;;;;;;;;dec2;€;année civile;;;;;;;SD;
;;;Abonnements;;;;;Subscriptions;;;;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;
;;;;AbonNumTotOld;DepD5;;Total - achats abonnements;Total - subscription purchases;;;;N;Saisie;;libre;N;1;1;1;0;0;0;0;dec2;€;année civile;0;;;;;;SD;Variable active en 2013, 2014 et 2015 - indiquée pour reprise de l'historique - difficulté à prévoir
;;;;AbonNumLiv;DepD7;;livres électroniques - abonnements;e-books - subscriptions;;;Livres électroniques : Document numérique non publié en série, sous licence ou non, dans lequel le texte interrogeable occupe une place prépondérante, et qui peut être considéré comme équivalent à un livre imprimé (monographie). L’utilisation de livres électroniques est souvent liée à un matériel dédié (liseuses), et/ou à un logiciel spécifique. Les livres électroniques peuvent être prêtés aux usagers, soit avec un matériel dédié (liseuse), soit en chargeant le contenu sur le micro-ordinateur de l’usager pour une période limitée. Les thèses électroniques sont incluses : cela correspond dans le contexte de ce groupe aux thèses électroniques acquises auprès d’éditeurs (par exemple : ProQuest dissertation & theses database). (d’après ISO 2789 2.3.19);N;Saisie;;libre;N;1;1;1;1;1;1;1;dec2;€;année civile;0;10 000 000;N-Bl;;-40 %;40 %;SD;
;;;;AbonNumPer;DepD9;;périodiques électroniques - abonnements;e-journals - subscriptions;;;Périodiques électroniques : Tous les périodiques sous forme électronique disponibles ou non également dans un autre format : dans le cas d’une offre couplée « papier + électronique » ne permettant pas de connaître la part des coûts liée à chaque format, compter les dépenses dans « périodiques électroniques ». Sont compris les titres conservés localement et ceux accessibles à distance pour lesquels des droits permanents ou temporaires ont été acquis. S’agissant des revues en accès ouvert (open access), les dépenses liées à un modèle de type freemium doivent être incluses. (d’après ISO 2789 2.3.22)Le montant payé à l'ABES sur le budget de l’établissement dans le cadre de la licence nationale « Elsevier » est également inclus ici (AbonNumPer).;N;Saisie;;libre;N;1;1;1;1;1;1;1;dec2;€;année civile;0;10 000 000;N-Bl;;-40 %;40 %;SD;
;;;;AbonNumAut;DepD15;;autres - abonnements;other subscriptions;;;Autres : Compter ici les dépenses de documentation numérique non-comptées dans les deux lignes précédentes (livres électroniques et périodiques électroniques). Il peut s’agir par exemple d’abonnement à des bases de données (par exemple : bases bibliographiques), dès lors qu’ils sont bien destinés à l’usage des lecteurs. Les bases de données à usage purement professionnel ne sont pas incluses.;N;Saisie;;libre;N;0;0;0;1;1;1;1;dec2;€;année civile;0;10 000 000;N-Bl;;-40 %;40 %;SD;
;;;;AbonNumTot;nouveau;;s/s/total achats abonnements;s/s/total subscription purchases ;;;;;Calculée;AbonNumLiv + AbonNumPer + AbonNumAut;Non;;;;;;;;;dec2;€;année civile;;;;;;;SD;
;;;;AcqNumLivTot;nouveau;;s/s/total livres électroniques;s/s/total e-books;;;;;Calculée;AchatNumLiv + AbonNumLiv;Non;;;;;;;;;dec2;€;année civile;;;;;;;SD;
;;;;AcqNumPerTot;nouveau;;s/s/total périodiques électroniques;s/s/total e-journals;;;;;Calculée;AchatNumPer + AbonNumPer;Non;;;;;;;;;dec2;€;année civile;;;;;;;SD;
;;;;AcqNumAutTot;nouveau;;s/s/total acquisition autre doc numérique;s/s/total other e-docs ;;;;;Calculée;AchaNumtAut + AbonNumAut;Non;;;;;;;;;dec2;€;année civile;;;;;;;SD;
;;;;AcqNumTot;nouveau;;s/total dép doc numérique;s/total expenditure e-docs;;;;;Calculée;AchatNumLiv + AchatNumPer + AchaNumtAut + AbonNumLiv + AbonNumPer + AbonNumAut;Non;;;;;;;;;dec2;€;année civile;;;;;;;SD;
;;Répartition des dépenses d'acquisition;;;;;;Break-down of acquisition expenditure;;;Part des dépenses d’acquisition consacrées à la formation ou à la recherche : Il s'agit avant tout de connaître votre estimation du poids de l'effort financier consenti pour les différents publics. Il ne s’agit pas d’évaluer le niveau d’un document, mais son public de destination. Ainsi, un même document peut être destiné prioritairement à un public d’étudiants ou à un public de chercheurs selon qu’il est acheté pour un laboratoire, ou figure dans la bibliographie d’un enseignant de Licence. Trois méthodes de calcul sont possibles. Elles sont présentées par ordre de fiabilité décroissant, et sont laissées à votre choix. A - Cet indicateur peut être construit a posteriori, à partir d'une évaluation et d'un codage titre à titre qui seraient faits par exemple au moment de l'acquisition ; B - L'évaluation peut être réalisée a priori, en mettant en rapport votre charte documentaire, votre plan de développement des collections, et les budgets documentaires dans les différents secteurs d'acquisition ; C - Elle peut enfin être extrapolée à partir d'indicateurs qui vous paraissent pertinents : les périodiques en langue étrangère (imprimés ou électroniques) pouvant être un indicateur de la documentation "recherche", quand les monographies en français seraient un indicateur de la documentation "formation". NB : le cas particulier des œuvres littéraires : L'appréciation peut varier selon les secteurs d'acquisition, la charte documentaire, et les missions de la bibliothèque. Exemple : Si dans la charte documentaire il est choisi de suivre tout particulièrement la poésie des pays francophones, dans la perspective de la création d'un fonds cohérent, voire "de référence", et ce de façon permanente au-delà de la création d’un enseignement, on peut estimer qu'il s'agit de dépenses pour un soutien à la recherche. Lorsque l’établissement développe un fonds généraliste afin de proposer aux usagers une sélection d’œuvres, c’est du niveau formation. ;;Titre N3;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;DepDPartForm;DepD10;;Part des dépenses d'acquisition consacrées à la formation (%);Portion spending on acquisitions used for teaching (%);;;;N;Saisie;;libre;N;1;1;1;1;1;1;1;dec2;%;année civile;0;100;Bl;;;5 points;SD;
;;;;DepDPartRec;DepD11;;Part des dépenses d'acquisition consacrées à la recherche (%);Portion spending on acquisitions used for research (%);;;;N;Saisie;;libre;N;1;1;1;1;1;1;1;dec2;%;année civile;0;100;Bl;;;5 points;SD;
;;;;DepDFormRec;nouveau;;Total   (doit être égal à 100 %);Total of the part of spending for teaching and research (=100%);Total des parts des dépenses consacrées à la formation et à la recherche;Total of the part of spending allocated to teaching and research;;;Calculée;DepDPartForm + DepDPartRec;Non;;;;;;;;;dec2;%;année civile;;;;;;;SD;
;Autres dépenses documentaires;;;;;;;Other library expenditure;;;;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;DepDConserv;DepD12;;Dépenses de conservation;Spending on preservation;;;Dépenses de conservation : toutes les dépenses concernant les mesures prises pour maintenir l’intégrité des documents ou collections et en prolonger la durée de vie, en tenant compte également de la conservation numérique (stratégie permettant l’archivage, l’entretien et l’accès à un objet numérique sur une longue durée). Exemples : dépenses relatives à la reliure, à la restauration, à l'achat d'équipements (étiquettes antivol, boîtes) nécessaires pour la préservation des documents, abonnements au CINES. (Source ISO 2789 2.3.14 et 2.5.1). Si l’un de vos fournisseurs assure à la fois la vente et la reliure ou la protection du document, il conviendra de ventiler la dépense entre dépenses d’acquisition et dépenses de conservation selon les indications qu’il fournit. NB : le traitement de conservation/préservation comprend uniquement les méthodes permettant de conserver le document dans son état initial : traitement utilisant des techniques traditionnelles (manuelles), par exemple consolidation des reliures ou traitement par pâte à papier liquide : conservation de masse (désacidification). Le remplacement de l’original par reproduction, microfilmage, numérisation ou achat d’une nouvelle copie est exclu.;N;Saisie;;libre;N;1;1;1;1;1;1;1;dec2;€;année civile;0;2 000 000;N-Bl;;-50 %;50 %;SD;
;;;;DepDNumeris;DepD13;;Dépenses de numérisation;Spending on digitization;;;Dépenses de numérisation : Dépenses liées au processus permettant de convertir des supports analogiques sous forme numérique. La numérisation réalisée entièrement en interne est exclue. La numérisation pour la fourniture de documents de la collection à un usager ou une institution est exclue. La numérisation réalisée à des fins de conservation est comprise. La numérisation de masse est comprise. (Source : ISO 2789 2.13.15) Cette variable entrant dans le calcul de DepDepDoc, il faut en effet éviter de comptabiliser deux fois, dans le formulaire Moyens, des dépenses relevant du personnel, de l’investissement, de la maintenance et des fluides.;N;Saisie;;libre;N;1;1;1;1;1;1;1;dec2;€;année civile;0;2 000 000;N-Bl;;-50 %;50 %;SD;
;;;;DepDAutTot;nouveau;;s/total autres dépenses documentaires;s/total other doc. spending  ;;;;;Calculée;DepDConserv + DepDNumeris;Non;;;;;;;;;dec2;€;année civile;;;;;;;SD;
;;;;DepDTot;nouveau;;Total dépenses documentaires;Total doc. spending  ;;;;;Calculée;AcqSuppLiv + AcqSuppPer + AcqSuppAut + AchatNumLiv + AchatNumPer + AchaNumtAut + AbonNumLiv + AbonNumPer + AbonNumAut + DepDConserv + DepDNumeris;Non;;;;;;;;;dec2;€;année civile;;;;;;;SD;Archives ouvertes ou institutionnelles;;;;;;;;Institutional/Open archives;;;Le système de collecte est créé et tenu à jour pour fournir un accès qui peut être universel et gratuit (archives ouvertes) aux publications d’un établissement, ou d’un groupe d’établissements : pré- et post-publications, rapports techniques, thèses et mémoires, ensembles de données et documents d’enseignement et d’apprentissage. (adapté de ISO 2789 2.3.39) Les portails personnalisés sur HAL sont compris, ainsi que les situations suivantes : A- bases constituées avec les références des publications ; B - bases constituées avec les publications originales (pdf des éditeurs) ; C - bases constituées avec les publications en libres accès (pdf des éditeurs ou version d’auteur) ; D - toutes les situations mixtes.;;Titre N1;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;Stocks;;;;;;;Stocks;;;Stock - Comptabiliser le nombre total au 31 décembre. ;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;AONoticeStock;AO1;;Nombre d'unités documentaires référencées dans le système de collecte sous forme de notices uniquement;Number doc. units referenced in collecting system as records only;;;Nombre d’unités documentaires référencées dans le système de collecte sous forme de notice uniquement : Articles ou autres travaux de recherche pour lesquels seule la notice bibliographique figure dans la plateforme d’archivage.;N;Saisie;;libre;N;1;1;1;1;1;1;1;entier;U doc;31-12;0;1 000 000;N-Bl;;0 %;20 %;SD;
;;;;AOTexteStock;AO2;;Nombre d'unités documentaires référencées dans le système de collecte et déposées en texte intégral;Number doc. units referenced in collecting system and deposited as full text ;;;Nombre d’unités documentaires référencées dans le système de collecte et déposées en texte intégral : Articles ou autres travaux de recherche dont le texte intégral a été déposé sur la plateforme d’archivage.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;U doc;31-12;0;1 000 000;N-Bl;;0 %;20 %;SD;
;Flux;;;;;;;Flows;;;Flux - Comptabiliser l’accroissement annuel sur l’année civile. On comptabilise l’augmentation entre le 1er janvier et le 31 décembre de l’année de l’enquête en faisant la différence entre les unités documentaires ajoutées et celles qui ont éventuellement été supprimées : le nombre de documents archivés, par exemple articles de journaux, thèses ou doctorats, actes de congrès, rapports, publications préliminaires, documents d’apprentissage et le nombre d’articles conservés comme enregistrements bibliographiques uniquement. Les ensembles de données ne sont pas inclus. (adapté de ISO 2789 A.3.6);;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;AONoticeFlux;AO3;;Accroissement annuel des unités documentaires référencées dans le système de collecte  sous forme de notices uniquement;Annual growth doc. units referenced in collecting system as records only ;;;Nombre d’unités documentaires référencées dans le système de collecte sous forme de notice uniquement : Articles ou autres travaux de recherche pour lesquels seule la notice bibliographique figure dans la plateforme d’archivage.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;U doc;année civile;0;1 000 000;N-Bl;;0 %;20 %;SD;
;;;;AOTexteFlux;AO4;;Accroissement annuel des unités documentaires référencées dans le système de collecte et déposées en texte intégral;Annual growth doc. units referenced in collecting system and deposited as full text;;;Nombre d’unités documentaires référencées dans le système de collecte et déposées en texte intégral : Articles ou autres travaux de recherche dont le texte intégral a été déposé sur la plateforme d’archivage.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;U doc;année civile;0;1 000 000;N-Bl;;0 %;20 %;SD;
;Usages;;;;;;;Usage;;;;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;;AOVisites;AO5;;Nombre de visites sur le portail d'accès des archives ouvertes;Number of visits to open archive access portals;;;Nombre de visites sur le portail d’accès des archives ouvertes : Le calcul des entrées virtuelles implique un logiciel d’analyse spécifique. En fonction de la méthode utilisée, l’enregistrement des statistiques du site électronique peut être limité à une sélection des pages principales, ou bien reposer sur des techniques spécifiques telles que le comptage des adresses IP. (D’après ISO 2789 6.2.13);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;visites;année civile;0;50 000 000;N-Bl;;-40 %;40 %;SD;
;;;;AOTelecharg;AO6;;Nombre de téléchargements sur le portail d'accès des archives ouvertes;Number of downloads from open archive access portals;;;Nombre de téléchargements sur le portail d’accès des archives ouvertes : un téléchargement est la demande aboutie d’une unité de contenu à partir d’un service en ligne (d’après ISO 2789 2.2.6). L’affichage d’un article en html est donc considéré comme un téléchargement. Les consultations de notices ne sont en revanche pas comptabilisées. On se reportera aux recommandations du Projet Counter. (http://www.projectcounter.org, version 4);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;téléchargements;année civile;0;50 000 000;N-Bl;;-40 %;40 %;SD;
Collections sur support matériel (Stocks);;;;;;;;Physical collections (in store);;;Ce groupe concerne la documentation sur support matériel gérée par l’établissement, qu’il s’agisse de documents sur support appartenant à l’établissement ou de documents qui y sont déposés. Ne pas compter les documents dont l’établissement est propriétaire mais dont la gestion est confiée à une autre bibliothèque publique. Pour les établissements parisiens, inclure toutefois les collections déposées au Centre technique du livre de l'enseignement supérieur (CTLES). Les données recueillies sur les stocks de collections concernent l'ensemble des fonds, y compris les fonds acquis sur des crédits Collex, ou antérieurement acquis sur des crédits Cadist, au 31/12 de l’année de collecte. Les acquisitions de l’année seront précisées dans le groupe Collections (Flux). Les champs du sous-groupe Collections sur support  intègrent l’ensemble des collections, y compris les documents patrimoniaux sur support, qui sont ensuite détaillés.;;Titre N1;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;Documentation sur support;;;;;;;Printed material;;;;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;
;;;Titres;;;;;Titles;;;Titre : Mot ou groupe de mots figurant en tête d'un document, pouvant être utilisé pour l'identifier et qui le distingue d'un autre document. Dans un but de comptage, un « titre » désigne un document formant un tout distinct sous un titre particulier, qu'il soit édité en une ou plusieurs unités matérielles, et quel que soit le nombre d'exemplaires détenus par la bibliothèque. (ISO 2789 2.3.49). Chaque édition compte pour un titre.;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;
;;;;SuppTitLiv;CollS1;;Livres imprimés;Printed books;;;Livres imprimés : documents imprimés non publiés en série formés par l’assemblage de feuillets. Les collections de monographies sont comprises, c’est-à-dire les ensembles de monographies, dont chaque titre est relié aux autres par un titre commun (ISO 2789 2.3.43 et 2.3.32).;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Titres;31-12;0;3 000 000;N-Bl;;-5 %;5 %;SD;
;;;;SuppTitPer;CollS5;;Périodiques imprimés;Printed periodicals;;;Périodiques imprimés : publication en série éditée sous le même titre à intervalles réguliers ou irréguliers, sur une période indéterminée, les livraisons successives étant numérotées de manière continue, ou datées. Les collections de rapports, les rapports d’institutions, les collections d’actes de congrès et de publications annuelles sont comprises. (ISO 2789 2.3.43);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Titres;31-12;0;300 000;N-Bl;;-5 %;5 %;SD;
;;;;SuppTitAut;CollS8;;Autres documents sur support matériel;Other printed material;;;Autres documents sur support matériel : y compris les manuscrits, cartes et plans, documents sonores et audiovisuels, tous documents graphiques, microformes.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Titres;31-12;0;10 000 000;N-Bl;;-5 %;5 %;SD;
;;;;SuppTitTot;nouveau;;s/total titres;s/total titles;;;;;Calculée;SuppTitLiv + SuppTitPer + SuppTitAut;Non;;;;;;;;;entier;Titres;;;;;;;;SD;
;;;Unités matérielles;;;;;Material units (MUs);;;Unités matérielles : Comptabiliser les unités documentaires dans les collections de la bibliothèque. Exemples : un volume (réunissant des feuillets sous une couverture pour former tout ou partie d’un ensemble), un dossier rassemblant plusieurs documents dans une boîte, un fascicule relié, un document numérique sur support matériel (DVD), une carte… Un livre avec CD est compté comme une seule unité matérielle si les deux éléments sont solidaires dans leur traitement (rangement, consultation, prêt). (d’après ISO 2789 2.3.50);;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;
;;;;UnitMatLiv;CollS2;;Livres imprimés;Printed books;;;Livres imprimés : documents imprimés non publiés en série formés par l’assemblage de feuillets. Les collections de monographies sont comprises, c’est-à-dire les ensembles de monographies, dont chaque titre est relié aux autres par un titre commun (ISO 2789 2.3.43 et 2.3.32).;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Unités Mat;31-12;0;3 000 000;N-Bl;;-5 %;5 %;SD;
;;;;UnitMatAut;CollS9;;Autres documents sur support matériel;Other printed material;;;Autres documents sur support matériel : y compris les manuscrits, cartes et plans, documents sonores et audiovisuels, tous documents graphiques, microformes.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Unités Mat;31-12;0;10 000 000;N-Bl;;-5 %;5 %;SD;
;;;;UnitMatTot;nouveau;;s/total unités matérielles;s/total material units;;;;;Calculée;UnitMatLiv + UnitMatAut;Non;;;;;;;;;entier;Unités Mat;;;;;;;;SD;
;;;Mètres linéaires;;;;;Linear metres (LM);;;Mètres linéaires : compter les rayonnages dans les magasins et en libre accès. ;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;
;;;;SuppMlLiv;CollS3;;Livres imprimés;Printed books;;;Livres imprimés : documents imprimés non publiés en série formés par l’assemblage de feuillets. Les collections de monographies sont comprises, c’est-à-dire les ensembles de monographies, dont chaque titre est relié aux autres par un titre commun (ISO 2789 2.3.43 et 2.3.32).;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;ML;31-12;0;100 000;N-Bl;;-5 %;5 %;SD;
;;;;SuppMlPer;CollS6;;Périodiques imprimés;Printed periodicals;;;Périodiques imprimés : publication en série éditée sous le même titre à intervalles réguliers ou irréguliers, sur une période indéterminée, les livraisons successives étant numérotées de manière continue, ou datées. Les collections de rapports, les rapports d’institutions, les collections d’actes de congrès et de publications annuelles sont comprises. (ISO 2789 2.3.43);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;ML;31-12;0;100 000;N-Bl;;-5 %;5 %;SD;
;;;;SuppMlAut;CollS10;;Autres documents sur support matériel;Other printed material;;;Autres documents sur support matériel : y compris les manuscrits, cartes et plans, documents sonores et audiovisuels, tous documents graphiques, microformes.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;ML;31-12;0;50 000;N-Bl;;-5 %;5 %;SD;
;;;;SuppMLTot;nouveau;;s/total mètres linéaires;s/total linear metres;;;;;Calculée;SuppMlLiv + SuppMlPer + SuppMlAut;Non;;;;;;;;;entier;ML;;;;;;;;SD;
;;;dont ML en libre accès;;;;;Open access in LM;;;Mètres linéaires en libre-accès : Il s’agit des rayonnages accessibles directement par les usagers, sans médiation d’un bibliothécaire. Le plus souvent, les collections en libre-accès sont organisées selon une classification thématique, et les rayonnages sont implantés de façon à faciliter la circulation. Cependant, des implantations plus rapprochées, avec des collections rangées selon l’ordre d’arrivée (numéro d’inventaire), parfois appelées « magasin en libre accès », sont considérées comme du libre accès car l’usager y accède directement. (ISO 2789 6.8.4);;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;
;;;;MLAccesLiv;CollS4;;Livres imprimés;Printed books;;;Livres imprimés : documents imprimés non publiés en série formés par l’assemblage de feuillets. Les collections de monographies sont comprises, c’est-à-dire les ensembles de monographies, dont chaque titre est relié aux autres par un titre commun (ISO 2789 2.3.43 et 2.3.32).;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;ML;31-12;0;100 000;N-Bl;;-5 %;5 %;SD;
;;;;MLAccesPer;CollS7;;Périodiques imprimés;Printed periodicals;;;Périodiques imprimés : publication en série éditée sous le même titre à intervalles réguliers ou irréguliers, sur une période indéterminée, les livraisons successives étant numérotées de manière continue, ou datées. Les collections de rapports, les rapports d’institutions, les collections d’actes de congrès et de publications annuelles sont comprises. (ISO 2789 2.3.43);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;ML;31-12;0;100 000;N-Bl;;-5 %;5 %;SD;
;;;;MLAccesAut;CollS11;;Autres documents sur support matériel;Other printed material;;;Autres documents sur support matériel : y compris les manuscrits, cartes et plans, documents sonores et audiovisuels, tous documents graphiques, microformes.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;ML;31-12;0;50 000;N-Bl;;-5 %;5 %;SD;
;;;;MLAccesTot;nouveau;;s/total mètres linéaires en libre accès;s/total linear metres as open access;;;;;Calculée;MLAccesLiv + MLAccesPer + MLAccesAut;Non;;;;;;;;;entier;ML;;;;;;;;SD;
