Niveau 1
(Formulaire);Niveau 2
(Groupe);Niveau 3
(sous-groupe);Niveau 4
(sous-sous-groupe);Nouveau Code;Ancien Code;Code Donnée Indicateurs Européens (DXX);Libellé de la donnée (FR);Libellé de la donnée (EN);Texte explicatif de la donnée (FR);Texte explicatif de la donnée (EN);Consigne;Donnée de l'année N-1 proposée par défaut O/N;Donnée à saisir ou calculée;Formule de calcul;Type de saisie;report N >> N+1;Variable 2013;Variable 2014;Variable 2015;Variable 2016;Variable 2017;Variable 2018;Variable 2019;Format de la donnée (texte, nombre, monétaire €, binaire);Unité de mesure de la donnée si format nombre ;Période ou date de la mesure (année civile, au 31/12);Valeur Min;Valeur Max => ;Alerte BL/NBL sur valeur max;Texte de l'alerte;Evolution Min (alerte NBL);Evolution Max (alerte NBL);Granularité;Remarque;RegEx
Etablissement - Informations générales;;;;;;;;Institution (inst.) - General information;;;;;Titre N1;;;;;;;;;;;Intitulé;;;;;;;;;ETAB;;
;;;;EtabNomOffi;nouveau;;Nom Etab officiel;Official name inst.;Nom officiel de l'établissement;Official name of the institution;Le nom officiel est un champ pré-rempli dans l’application.;O;Saisie;;Libre;O;SO;SO;SO;SO;SO;SO;SO;Texte;;;;;;;;;ETAB;reprise d'historique IG1 selon les cas;
;;;;DepDAutTot;nouveau;;s/total autres dépenses documentaires;s/total other doc. spending  ;;;Sous-total calculé;;Calculée;DepDConserv + DepDNumeris;Non;;;;;;;;;dec2;€;année civile;;;;;;;SD;;
;;;;DepDTot;nouveau;;Total dépenses documentaires;Total doc. spending  ;;;Total calculé;;Calculée;AcqSuppLiv + AcqSuppPer + AcqSuppAut + AchatNumLiv + AchatNumPer + AchaNumtAut + AbonNumLiv + AbonNumPer + AbonNumAut + DepDConserv + DepDNumeris;Non;;;;;;;;;dec2;€;année civile;;;;;;;SD;;
Archives ouvertes ou institutionnelles;;;;;;;;Institutional/Open archives;;;Le système de collecte est créé et tenu à jour pour fournir un accès qui peut être universel et gratuit (archives ouvertes) aux publications d’un établissement, ou d’un groupe d’établissements : pré- et post-publications, rapports techniques, thèses et mémoires, ensembles de données et documents d’enseignement et d’apprentissage. (adapté de ISO 2789 2.3.39) Les portails personnalisés sur HAL sont compris, ainsi que les situations suivantes  A - bases constituées avec les références des publications, B - bases constituées avec les publications originales (pdf des éditeurs), C - bases constituées avec les publications en libres accès (pdf des éditeurs ou version d’auteur), D - toutes les situations mixtes.;;Titre N1;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;Stocks;;;;;;;Stocks;;;Comptabiliser le nombre total au 31 décembre. ;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;;;AONoticeStock;AO1;;Nombre d'unités documentaires référencées dans le système de collecte sous forme de notices uniquement;Number doc. units referenced in collecting system as records only;Le système de collecte est créé et tenu à jour  pour fournir un accès qui peut être universel et gratuit (archives ouvertes) aux publications d’un établissement, ou d’un groupe d’établissements : pré- et post-publications, rapports techniques, thèses et mémoires, ensembles de données et documents d’enseignement et d’apprentissage. (adapté de ISO 2789 2.3.39) Les portails personnalisés sur HAL sont compris, ainsi que les situations suivantes  A- bases constituées avec les références des publications, B - bases constituées avec les publications originales (pdf des éditeurs), C - bases constituées avec les publications en libres accès (pdf des éditeurs ou version d’auteur), D - toutes les situations mixtes.;;Articles ou autres travaux de recherche pour lesquels seule la notice bibliographique figure dans la plateforme d’archivage. Comptabiliser le nombre total au 31 décembre.;N;Saisie;;libre;N;1;1;1;1;1;1;1;entier;U doc;31-12;0;1 000 000;N-Bl;;0 %;20 %;SD;;
;;;;AOTexteStock;AO2;;Nombre d'unités documentaires référencées dans le système de collecte et déposées en texte intégral;Number doc. units referenced in collecting system and deposited as full text ;Le système de collecte est créé et tenu à jour  pour fournir un accès qui peut être universel et gratuit (archives ouvertes) aux publications d’un établissement, ou d’un groupe d’établissements : pré- et post-publications, rapports techniques, thèses et mémoires, ensembles de données et documents d’enseignement et d’apprentissage. (adapté de ISO 2789 2.3.39) Les portails personnalisés sur HAL sont compris, ainsi que les situations suivantes  A- bases constituées avec les références des publications, B - bases constituées avec les publications originales (pdf des éditeurs), C - bases constituées avec les publications en libres accès (pdf des éditeurs ou version d’auteur), D - toutes les situations mixtes.;;Comptabiliser le nombre total d’articles  ou autres travaux de recherche dont le texte intégral a été déposé au 31 décembre sur la plateforme d’archivage;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;U doc;31-12;0;1 000 000;N-Bl;;0 %;20 %;SD;;
;Flux;;;;;;;Flows;;;Comptabiliser l’accroissement annuel sur l’année civile  entre le 1er janvier et le 31 décembre de l’année de l’enquête en faisant la différence entre les unités documentaires ajoutées et celles qui ont été supprimées : le nombre de documents archivés, par exemple articles de journaux, thèses ou doctorats, actes de congrès, rapports, publications préliminaires, documents d’apprentissage et le nombre d’articles conservés comme enregistrements bibliographiques uniquement. Les ensembles de données ne sont pas inclus. (adapté de ISO 2789 A.3.6);;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;;;AONoticeFlux;AO3;;Accroissement annuel des unités documentaires référencées dans le système de collecte  sous forme de notices uniquement;Annual growth doc. units referenced in collecting system as records only ;;;Comptabiliser l’accroissement annuel des articles ou autres travaux de recherche dont la notice a été déposée sur la plateforme d’archivage entre le 1er janvier et le 31 décembre de l’année de l’enquête en faisant la différence entre les unités documentaires ajoutées et celles qui ont été supprimées : le nombre de documents archivés, par exemple articles de journaux, thèses ou doctorats, actes de congrès, rapports, publications préliminaires, documents d’apprentissage et le nombre d’articles conservés comme enregistrements bibliographiques uniquement. Les ensembles de données ne sont pas inclus. (adapté de ISO 2789 A.3.6) ;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;U doc;année civile;0;1 000 000;N-Bl;;0 %;20 %;SD;;
;;;;AOTexteFlux;AO4;;Accroissement annuel des unités documentaires référencées dans le système de collecte et déposées en texte intégral;Annual growth doc. units referenced in collecting system and deposited as full text;;;Comptabiliser l’accroissement annuel des articles ou autres travaux de recherche dont le texte intégral a été déposé sur la plateforme d’archivage entre le 1er janvier et le 31 décembre de l’année de l’enquête en faisant la différence entre les unités documentaires ajoutées et celles qui ont été supprimées : le nombre de documents archivés, par exemple articles de journaux, thèses ou doctorats, actes de congrès, rapports, publications préliminaires, documents d’apprentissage et le nombre d’articles conservés. Les ensembles de données ne sont pas inclus. (adapté de ISO 2789 A.3.6);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;U doc;année civile;0;1 000 000;N-Bl;;0 %;20 %;SD;;
;Usages;;;;;;;Usage;;;;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;;;AOVisites;AO5;;Nombre de visites sur le portail d'accès des archives ouvertes;Number of visits to open archive access portals;;;Le calcul des entrées virtuelles implique un logiciel d’analyse spécifique. Selon la méthode utilisée, l’enregistrement des statistiques du site électronique peut être limité à une sélection des pages principales, ou bien reposer sur des techniques spécifiques telles que le comptage des adresses IP. (D’après ISO 2789 6.2.13);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;visites;année civile;0;50 000 000;N-Bl;;-40 %;40 %;SD;;
;;;;AOTelecharg;AO6;;Nombre de téléchargements sur le portail d'accès des archives ouvertes;Number of downloads from open archive access portals;;;Un téléchargement est la demande aboutie d’une unité de contenu à partir d’un service en ligne (d’après ISO 2789 2.2.6). L’affichage d’un article en html est donc considéré comme un téléchargement. Attention les consultations de notices ne sont pas comptabilisées. Voir Counter version 4 (http://www.projectcounter.org);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;téléchargements;année civile;0;50 000 000;N-Bl;;-40 %;40 %;SD;;
Collections sur support matériel (Stocks);;;;;;;;Physical collections (in store);;;Compter la documentation sur support matériel gérée par l’établissement, qu’il s’agisse de documents lui appartenant ou de documents qui y sont déposés. Ne pas compter les documents qui demeurent propriété de l’établissement et dont la gestion est confiée à une autre bibliothèque publique. Pour les établissements parisiens, inclure les collections déposées au Centre technique du livre de l'enseignement supérieur (CTLES). Les données recueillies sur les stocks de collections concernent l'ensemble des fonds, y compris les fonds acquis sur des crédits Collex, ou antérieurement acquis sur des crédits Cadist, au 31/12 de l’année. Les acquisitions de l’année seront précisées dans le groupe Collections (Flux). ;;Titre N1;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;Documentation sur support;;;;;;;Printed material;;;;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;;Titres;;;;;Titles;;;Titre : Mot ou groupe de mots figurant en tête d'un document, pouvant être utilisé pour l'identifier et qui le distingue d'un autre document. Dans un but de comptage, un « titre » désigne un document formant un tout distinct sous un titre particulier, qu'il soit édité en une ou plusieurs unités matérielles, et quel que soit le nombre d'exemplaires détenus par la bibliothèque. (ISO 2789 2.3.49). Chaque édition compte pour un titre.;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;;
;;;;SuppTitLiv;CollS1;;Livres imprimés;Printed books;Livres imprimés : documents imprimés non publiés en série formés par l’assemblage de feuillets. Les collections de monographies sont comprises, c’est-à-dire les ensembles de monographies, dont chaque titre est relié aux autres par un titre commun (ISO 2789 2.3.43 et 2.3.32).;;Titre : Mot ou groupe de mots figurant en tête d'un document, pouvant être utilisé pour l'identifier et qui le distingue d'un autre document. Dans un but de comptage, un « titre » désigne un document formant un tout distinct sous un titre particulier, qu'il soit édité en une ou plusieurs unités matérielles, et quel que soit le nombre d'exemplaires détenus par la bibliothèque. (ISO 2789 2.3.49). Chaque édition compte pour un titre.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Titres;31-12;0;3 000 000;N-Bl;;-5 %;5 %;SD;;
;;;;SuppTitPer;CollS5;;Périodiques imprimés;Printed periodicals;Périodiques imprimés : publication en série éditée sous le même titre à intervalles réguliers ou irréguliers, sur une période indéterminée, les livraisons successives étant numérotées de manière continue, ou datées. Les collections de rapports, les rapports d’institutions, les collections d’actes de congrès et de publications annuelles sont comprises. (ISO 2789 2.3.43);;Titre : Mot ou groupe de mots figurant en tête d'un document, pouvant être utilisé pour l'identifier et qui le distingue d'un autre document. Dans un but de comptage, un « titre » désigne un document formant un tout distinct sous un titre particulier, qu'il soit édité en une ou plusieurs unités matérielles, et quel que soit le nombre d'exemplaires détenus par la bibliothèque. (ISO 2789 2.3.49). Chaque édition compte pour un titre.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Titres;31-12;0;300 000;N-Bl;;-5 %;5 %;SD;;
;;;;SuppTitAut;CollS8;;Autres documents sur support matériel;Other printed material;Autres documents sur support matériel : y compris les manuscrits, cartes et plans, documents sonores et audiovisuels, tous documents graphiques, microformes.;;Titre : Mot ou groupe de mots figurant en tête d'un document, pouvant être utilisé pour l'identifier et qui le distingue d'un autre document. Dans un but de comptage, un « titre » désigne un document formant un tout distinct sous un titre particulier, qu'il soit édité en une ou plusieurs unités matérielles, et quel que soit le nombre d'exemplaires détenus par la bibliothèque. (ISO 2789 2.3.49). Chaque édition compte pour un titre.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Titres;31-12;0;10 000 000;N-Bl;;-5 %;5 %;SD;;
;;;;SuppTitTot;nouveau;;s/total titres;s/total titles;;;Total calculé;;Calculée;SuppTitLiv + SuppTitPer + SuppTitAut;Non;;;;;;;;;entier;Titres;;;;;;;;SD;;
;;;Unités matérielles;;;;;Material units (MUs);;;Unités matérielles : Comptabiliser les unités documentaires dans les collections de la bibliothèque. Exemples : un volume (réunissant des feuillets sous une couverture pour former tout ou partie d’un ensemble), un dossier rassemblant plusieurs documents dans une boîte, un fascicule relié, un document numérique sur support matériel (DVD), une carte… Un livre avec CD est compté comme une seule unité matérielle si les deux éléments sont solidaires dans leur traitement (rangement, consultation, prêt). (d’après ISO 2789 2.3.50);;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;;
;;;;UnitMatLiv;CollS2;;Livres imprimés;Printed books;Livres imprimés : documents imprimés non publiés en série formés par l’assemblage de feuillets. Les collections de monographies sont comprises, c’est-à-dire les ensembles de monographies, dont chaque titre est relié aux autres par un titre commun (ISO 2789 2.3.43 et 2.3.32).;;Unités matérielles : Comptabiliser les unités documentaires dans les collections de la bibliothèque. Exemples : un volume (réunissant des feuillets sous une couverture pour former tout ou partie d’un ensemble), un dossier rassemblant plusieurs documents dans une boîte, un fascicule relié, un document numérique sur support matériel (DVD), une carte… Un livre avec CD est compté comme une seule unité matérielle si les deux éléments sont solidaires dans leur traitement (rangement, consultation, prêt). (d’après ISO 2789 2.3.50);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Unités Mat;31-12;0;3 000 000;N-Bl;;-5 %;5 %;SD;;
;;;;UnitMatAut;CollS9;;Autres documents sur support matériel;Other printed material;Autres documents sur support matériel : y compris les manuscrits, cartes et plans, documents sonores et audiovisuels, tous documents graphiques, microformes.;;Unités matérielles : Comptabiliser les unités documentaires dans les collections de la bibliothèque. Exemples : un volume (réunissant des feuillets sous une couverture pour former tout ou partie d’un ensemble), un dossier rassemblant plusieurs documents dans une boîte, un fascicule relié, un document numérique sur support matériel (DVD), une carte… Un livre avec CD est compté comme une seule unité matérielle si les deux éléments sont solidaires dans leur traitement (rangement, consultation, prêt). (d’après ISO 2789 2.3.50);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Unités Mat;31-12;0;10 000 000;N-Bl;;-5 %;5 %;SD;;
;;;;UnitMatTot;nouveau;;s/total unités matérielles;s/total material units;;;Sous-total calculé;;Calculée;UnitMatLiv + UnitMatAut;Non;;;;;;;;;entier;Unités Mat;;;;;;;;SD;;
;;;Mètres linéaires;;;;;Linear metres (LM);;;Compter les rayonnages dans les magasins et en libre accès. ;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;;
;;;;SuppMlLiv;CollS3;;Livres imprimés;Printed books;Livres imprimés : documents imprimés non publiés en série formés par l’assemblage de feuillets. Les collections de monographies sont comprises, c’est-à-dire les ensembles de monographies, dont chaque titre est relié aux autres par un titre commun (ISO 2789 2.3.43 et 2.3.32). ;;Compter les rayonnages dans les magasins et en libre accès.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;ML;31-12;0;100 000;N-Bl;;-5 %;5 %;SD;;
;;;;SuppMlPer;CollS6;;Périodiques imprimés;Printed periodicals;Périodiques imprimés : publication en série éditée sous le même titre à intervalles réguliers ou irréguliers, sur une période indéterminée, les livraisons successives étant numérotées de manière continue, ou datées. Les collections de rapports, les rapports d’institutions, les collections d’actes de congrès et de publications annuelles sont comprises. (ISO 2789 2.3.43);;. Compter les rayonnages dans les magasins et en libre accès.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;ML;31-12;0;100 000;N-Bl;;-5 %;5 %;SD;;
;;;;SuppMlAut;CollS10;;Autres documents sur support matériel;Other printed material;Autres documents sur support matériel : y compris les manuscrits, cartes et plans, documents sonores et audiovisuels, tous documents graphiques, microformes. ;;Compter les rayonnages dans les magasins et en libre accès.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;ML;31-12;0;50 000;N-Bl;;-5 %;5 %;SD;;
;;;;SuppMLTot;nouveau;;s/total mètres linéaires;s/total linear metres;;;Sous-total calculé;;Calculée;SuppMlLiv + SuppMlPer + SuppMlAut;Non;;;;;;;;;entier;ML;;;;;;;;SD;;
;;;dont ML en libre accès;;;;;Open access in LM;;;Désignent les rayonnages accessibles directement par les usagers, sans médiation d’un bibliothécaire. Le plus souvent, les collections en libre-accès sont organisées selon une classification thématique, et les rayonnages sont implantés de façon à faciliter la circulation. Des implantations plus rapprochées, avec des collections rangées selon l’ordre d’arrivée (numéro d’inventaire), parfois appelées « magasin en libre accès », sont considérées comme du libre accès car l’usager y accède directement. (ISO 2789 6.8.4;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;;
;;;;MLAccesLiv;CollS4;;Livres imprimés;Printed books;Livres imprimés : documents imprimés non publiés en série formés par l’assemblage de feuillets. Les collections de monographies sont comprises, c’est-à-dire les ensembles de monographies, dont chaque titre est relié aux autres par un titre commun (ISO 2789 2.3.43 et 2.3.32). ;;Les mètres linéaires en libre accès désignent les rayonnages accessibles directement par les usagers, sans médiation d’un bibliothécaire. Le plus souvent, les collections en libre-accès sont organisées selon une classification thématique, et les rayonnages sont implantés de façon à faciliter la circulation. Des implantations plus rapprochées, avec des collections rangées selon l’ordre d’arrivée (numéro d’inventaire), parfois appelées « magasin en libre accès », sont considérées comme du libre accès car l’usager y accède directement. (ISO 2789 6.8.4);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;ML;31-12;0;100 000;N-Bl;;-5 %;5 %;SD;;
;;;;MLAccesPer;CollS7;;Périodiques imprimés;Printed periodicals;Périodiques imprimés : publication en série éditée sous le même titre à intervalles réguliers ou irréguliers, sur une période indéterminée, les livraisons successives étant numérotées de manière continue, ou datées. Les collections de rapports, les rapports d’institutions, les collections d’actes de congrès et de publications annuelles sont comprises. (ISO 2789 2.3.43) ;;Les mètres linéaires en libre accès désignent les rayonnages accessibles directement par les usagers, sans médiation d’un bibliothécaire. Le plus souvent, les collections en libre-accès sont organisées selon une classification thématique, et les rayonnages sont implantés de façon à faciliter la circulation. Des implantations plus rapprochées, avec des collections rangées selon l’ordre d’arrivée (numéro d’inventaire), parfois appelées « magasin en libre accès », sont considérées comme du libre accès car l’usager y accède directement. (ISO 2789 6.8.4);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;ML;31-12;0;100 000;N-Bl;;-5 %;5 %;SD;;
;;;;MLAccesAut;CollS11;;Autres documents sur support matériel;Other printed material;Autres documents sur support matériel : y compris les manuscrits, cartes et plans, documents sonores et audiovisuels, tous documents graphiques, microformes. ;;Les mètres linéaires en libre accès désignent les rayonnages accessibles directement par les usagers, sans médiation d’un bibliothécaire. Le plus souvent, les collections en libre-accès sont organisées selon une classification thématique, et les rayonnages sont implantés de façon à faciliter la circulation. Des implantations plus rapprochées, avec des collections rangées selon l’ordre d’arrivée (numéro d’inventaire), parfois appelées « magasin en libre accès », sont considérées comme du libre accès car l’usager y accède directement. (ISO 2789 6.8.4);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;ML;31-12;0;50 000;N-Bl;;-5 %;5 %;SD;;
;;;;MLAccesTot;nouveau;;s/total mètres linéaires en libre accès;s/total linear metres as open access;;;Sous-total calculé;;Calculée;MLAccesLiv + MLAccesPer + MLAccesAut;Non;;;;;;;;;entier;ML;;;;;;;;SD;;
;dont documents patrimoniaux sur support;;;;;;;Heritage material by medium;;;Document ancien ou rare, et identifié comme tel dans la politique documentaire (mesures spécifiques de conservation, communication, etc…). Par document ancien, on entend tout document de plus de 100 ans. Par document rare, on entend tout document qui ne se trouve dans aucune autre bibliothèque proche ou apparentée, ou pour une bibliothèque spécialisée tout document qui entre dans sa spécialité. Le caractère précieux d’un document doit être, indépendamment de sa rareté, apprécié en fonction de sa valeur vénale, culturelle ou scientifique, en particulier pour les documents d’intérêt local ou ceux qui entrent dans la spécialité d’une bibliothèque spécialisée (Conseil Supérieur des Bibliothèques, charte des bibliothèques, 1991). Comptabiliser les livres et les périodiques imprimés correspondant à cette définition, et les autres documents tous supports confondus. Les archives privées ou institutionnelles gérées par la bibliothèque peuvent être comptabilisées dans « Autres » dans le sous-groupe Documents patrimoniaux sur support avec un comptage à l’article.;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;;Titres;;;;;Titles;;;Ces champs constituent un sous-ensemble à l’intérieur de la documentation sur support telle qu’elle a été renseignée dans les champs du sous-groupe Collections sur support.;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;;
;;;;PatTitLiv;CollS14;;Livres;Books;Livre ancien ou rare, et identifié comme tel dans la politique documentaire (mesures spécifiques de conservation, communication, etc…). Ancien : document de plus de 100 ans. Rare : document qui ne se trouve dans aucune autre bibliothèque proche ou apparentée, ou pour une bibliothèque spécialisée tout document qui entre dans sa spécialité. Le caractère précieux d’un document doit être, indépendamment de sa rareté, apprécié en fonction de sa valeur vénale, culturelle ou scientifique, en particulier pour les documents d’intérêt local ou ceux qui entrent dans la spécialité d’une bibliothèque spécialisée (Conseil Supérieur des Bibliothèques, charte des bibliothèques, 1991).;; Comptabiliser les livres imprimés correspondant à cette définition.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Titres;31-12;0;2 000 000;N-Bl;;-5 %;5 %;SD;;
;;;;PatTitPer;CollS17;;Périodiques;Periodicals;Périodique ancien ou rare, et identifié comme tel dans la politique documentaire (mesures spécifiques de conservation, communication, etc…). Ancien : document de plus de 100 ans. Rare : document qui ne se trouve dans aucune autre bibliothèque proche ou apparentée, ou pour une bibliothèque spécialisée tout document qui entre dans sa spécialité. Le caractère précieux d’un document doit être, indépendamment de sa rareté, apprécié en fonction de sa valeur vénale, culturelle ou scientifique, en particulier pour les documents d’intérêt local ou ceux qui entrent dans la spécialité d’une bibliothèque spécialisée (Conseil Supérieur des Bibliothèques, charte des bibliothèques, 1991).;; Comptabiliser les périodiques sur support correspondant à cette définition.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Titres;31-12;0;100 000;N-Bl;;-5 %;5 %;SD;;
;;;;PatTitAut;CollS19;;Autres;Others;Autre document sur support ancien ou rare, et identifié comme tel dans la politique documentaire (mesures spécifiques de conservation, communication, etc…). Ancien : document de plus de 100 ans. Rare : document qui ne se trouve dans aucune autre bibliothèque proche ou apparentée, ou pour une bibliothèque spécialisée tout document qui entre dans sa spécialité. Le caractère précieux d’un document doit être, indépendamment de sa rareté, apprécié en fonction de sa valeur vénale, culturelle ou scientifique, en particulier pour les documents d’intérêt local ou ceux qui entrent dans la spécialité d’une bibliothèque spécialisée (Conseil Supérieur des Bibliothèques, charte des bibliothèques, 1991). ;;Comptabiliser les autres documents sur support correspondant à cette définition et les archives privées ou institutionnelles gérées par l’établissement avec un comptage à l’article.;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Titres;31-12;0;5 000 000;N-Bl;;-5 %;5 %;SD;;
;;;;PatTitTot;nouveau;;s/total titres;s/total titles;;;Sous-total calculé;;Calculée;PatTitLiv + PatTitPer + PatTitAut;Non;;;;;;;;;entier;Titres;;;;;;;;SD;;
;;;Unités matérielles;;;;;Material units (MUs);;;Comptabiliser les unités documentaires dans les collections de la bibliothèque. Exemples : un volume (réunissant des feuillets sous une couverture pour former tout ou partie d’un ensemble), un dossier rassemblant plusieurs documents dans une boîte, un fascicule relié, un document numérique sur support matériel (DVD), une carte… Un livre avec CD est compté comme une seule unité matérielle si les deux éléments sont solidaires dans leur traitement (rangement, consultation, prêt). (d’après ISO 2789 2.3.50);;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;;
;;;;PatUnitMatLiv;CollS15;;Livres;Books;Livres anciens ou rares. ;;Comptabiliser les unités documentaires dans les collections de la bibliothèque. Exemples : un volume (réunissant des feuillets sous une couverture pour former tout ou partie d’un ensemble), un dossier rassemblant plusieurs documents dans une boîte, un fascicule relié, un document numérique sur support matériel (DVD), une carte… Un livre avec CD est compté comme une seule unité matérielle si les deux éléments sont solidaires dans leur traitement (rangement, consultation, prêt). (d’après ISO 2789 2.3.50);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Unités Mat;31-12;0;2 000 000;N-Bl;;-5 %;5 %;SD;;
;;;;PatUnitMatAut;CollS20;;Autres;Others;Autre document ancien ou rare sur support matériel : y compris les manuscrits, cartes et plans, documents sonores et audiovisuels, tous documents graphiques, microformes.;; Comptabiliser les unités documentaires dans les collections de la bibliothèque. Exemples : un volume (réunissant des feuillets sous une couverture pour former tout ou partie d’un ensemble), un dossier rassemblant plusieurs documents dans une boîte, un fascicule relié, un document numérique sur support matériel (DVD), une carte… Un livre avec CD est compté comme une seule unité matérielle si les deux éléments sont solidaires dans leur traitement (rangement, consultation, prêt). (d’après ISO 2789 2.3.50);N;Saisie;;libre;;1;1;1;1;1;1;1;entier;Unités Mat;31-12;0;2 000 000;N-Bl;;-5 %;5 %;SD;;
;;;;PatUnitMatTot;nouveau;;s/total unités matérielles;s/total material units ;;;;;Calculée;PatUnitMatLiv + PatUnitMatAut;libre;;;;;;;;;entier;Unités Mat;31-12;;;;;;;SD;;
;;;Mètres linéaires;;;;;Linear metres;;;Compter les rayonnages dans les magasins et en libre accès;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;;
;;;;PatMLLiv;CollS16;;Livres;Books;Livres anciens ou rares.;; Compter les rayonnages dans les magasins et en libre accès;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;ML;31-12;0;50 000;N-Bl;;-5 %;5 %;SD;;
;;;;PatMLPer;CollS18;;Périodiques;Periodicals;Périodiques imprimés anciens ou rares. ;;Compter les rayonnages dans les magasins et en libre accès;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;ML;31-12;0;50 000;N-Bl;;-5 %;5 %;SD;;
;;;;PatMLAut;CollS21;;Autres;Other;Autres documents anciens ou rares sur support matériel : y compris les manuscrits, cartes et plans, documents sonores et audiovisuels, tous documents graphiques, microformes. ;;Compter les rayonnages dans les magasins et en libre accès;N;Saisie;;libre;;1;1;1;1;1;1;1;entier;ML;31-12;0;10 000;N-Bl;;-5 %;5 %;SD;;
;;;;PatMLTot;nouveau;;s/total ML;Linear metre s/total ;;;sous-total calculé;;Calculée;PatMLLiv + PatMLPer + PatMLAut;Non;;;;;;;;;entier;ML;31-12;;;;;;;SD;;
;Part des collections signalées dans le Sudoc;;;;;;;SUDOC-indexed portion of collections;;;;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;;;Sudoc;CollS12;;Si vous n'êtes pas membre du réseau SUDOC, cochez cette case;Tick here if you are not a member of SUDOC network;;;;N;Saisie;;case à cocher;;1;1;1;1;1;1;1;boolean;;;;;;;;;SD;;
;;;;SudocPart;CollS13;;Part des collections sur support matériel signalées dans le SUDOC;Printed material collection proportion indexed in SUDOC ;;;Cette donnée n’est pertinente que pour les universités et établissements membres du réseau Sudoc. Indiquer la proportion des collections sur support matériel signalées dans le SUDOC, tous formats confondus. S’il n’est pas possible de considérer uniquement les implantations documentaires pour lesquelles il a été répondu « oui » à la question sur la couverture des données dans le groupe « Bibliothèques », il convient de tenir compte de la totalité des collections identifiées dans le réseau documentaire, y compris les bibliothèques associées au sein des universités.;N;Saisie;;libre;;1;1;1;1;1;1;1;dec2;%;31-12;0;100;N-Bl;;-10 %;10 %;SD;;
Collections numériques (Stocks);;;;;;;;Digital collections (in store);;;Ce groupe concerne la documentation numérique qui appartient à l’établissement, c’est-à-dire les documents numériques pour lesquels il dispose d’un accès pérenne. Comptabiliser la totalité des collections au 31 décembre de l’année de l’enquête.;;Titre N1;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;Documentation numérique produite au sein de l’établissement;;;;;;;Material digitized within institution;;;;;Titre N2;;Non;;;;;;;;;Intitulé;;;;;;;;;SD;;
;;;Unités documentaires;;;;;Document units;;;;;Titre N4;;Non;;;;;;;;;Intitulé colonne;;;;;;;;;SD;;
